file,length(s)
09_11/Home_Visit/Processing/Video_Files/09_11_video.mp4,3718.144
09_11/Home_Visit/Processing/Video_Files/09_11_up2.mp4,155.776
09_11/Home_Visit/Processing/Video_Files/09_11_parent1.mp4,3492.224
09_14/Home_Visit/Processing/Video_Files/09_14_parent1.mp4,4076.032
09_14/Home_Visit/Processing/Video_Files/09_14_video.mp4,3988.693333
09_15/Home_Visit/Processing/Video_Files/09_15_video.mp4,3707.178667
09_15/Home_Visit/Processing/Video_Files/09_15_parent1.mp4,3805.824
09_06/Home_Visit/Processing/Video_Files/09_06_video.mp4,3764.736
09_06/Home_Visit/Processing/Video_Files/09_6_up1.mp4,3761.28
09_06/Home_Visit/Processing/Video_Files/09_6_down1.mp4,3764.608
09_13/Home_Visit/Processing/Video_Files/09_13_video.mp4,3762.965333
09_08/Home_Visit/Processing/Video_Files/09_8_down1.mp4,3652.608
09_08/Home_Visit/Processing/Video_Files/09_8_up1.mp4,3648.512
09_08/Home_Visit/Processing/Video_Files/09_08_video.mp4,3656.085333
09_10/Home_Visit/Processing/Video_Files/09_10_video.mp4,3716.373333
09_10/Home_Visit/Processing/Video_Files/09_10_down1.mp4,3781.632
09_10/Home_Visit/Processing/Video_Files/09_10_up1.mp4,909.824
09_16/Home_Visit/Processing/Video_Files/09_16_video.mp4,3533.354667
09_12/Home_Visit/Processing/Video_Files/09_12_parent1.mp4,364.928
09_12/Home_Visit/Processing/Video_Files/09_12_parent2.mp4,3306.24
09_12/Home_Visit/Processing/Video_Files/09_12_video.mp4,3580.48
09_09/Home_Visit/Processing/Video_Files/09_09_video.mp4,3814.208
09_09/Home_Visit/Processing/Video_Files/09_9_up1.mp4,3814.016
09_09/Home_Visit/Processing/Video_Files/09_9_down1.mp4,3809.792
09_07/Home_Visit/Processing/Video_Files/09_7_up1.mp4,3990.784
09_07/Home_Visit/Processing/Video_Files/09_7_down1.mp4,3987.072
09_07/Home_Visit/Processing/Video_Files/09_07_video.mp4,3987.242667
31_08/Home_Visit/Processing/Video_Files/31_08_video.mp4,3630.4
31_09/Home_Visit/Processing/Video_Files/31_09_video.mp4,3569.194667
31_11/Home_Visit/Processing/Video_Files/31_11_video.mp4,3473.6
31_11/Home_Visit/Processing/Video_Files/31_11_down1.mp4,3533.44
31_11/Home_Visit/Processing/Video_Files/31_11_up1.mp4,3536.128
31_07/Home_Visit/Processing/Video_Files/31_7_up1.mp4,3721.088
31_07/Home_Visit/Processing/Video_Files/31_7_down1.mp4,3723.648
31_07/Home_Visit/Processing/Video_Files/31_07_video.mp4,3666.901333
31_06/Home_Visit/Processing/Video_Files/31_6_down1.mp4,3623.936
31_06/Home_Visit/Processing/Video_Files/31_06_video.mp4,3534.954667
31_06/Home_Visit/Processing/Video_Files/31_6_up1.mp4,1983.4
31_12/Home_Visit/Processing/Video_Files/31_12_parent1.mp4,3772.544
31_12/Home_Visit/Processing/Video_Files/31_12_up1.mp4,3774.72
31_12/Home_Visit/Processing/Video_Files/31_12_video.mp4,3669.333333
31_12/Home_Visit/Processing/Video_Files/31_12_down1.mp4,3774.848
31_10/Home_Visit/Processing/Video_Files/31_10_video.mp4,3449.28
31_10/Home_Visit/Processing/Video_Files/31_10_parent1.mp4,3537.92
31_10/Home_Visit/Processing/Video_Files/31_10_down1.mp4,1142.016
31_13/Home_Visit/Processing/Video_Files/31_13_video.mp4,3662.656
31_13/Home_Visit/Processing/Video_Files/31_13_up1.mp4,3718.4
31_13/Home_Visit/Processing/Video_Files/31_13_down1.mp4,2823.04
17_15/Home_Visit/Processing/Video_Files/17_15_video.mp4,3552.981333
17_15/Home_Visit/Processing/Video_Files/17_15_parent1.mp4,3280.833333
17_15/Home_Visit/Processing/Video_Files/17_15_up1.mp4,3633.152
17_15/Home_Visit/Processing/Video_Files/17_15_down1.mp4,3625.472
17_07/Home_Visit/Processing/Video_Files/17_7_down1.mp4,3549.866667
17_07/Home_Visit/Processing/Video_Files/17_7_up1.mp4,3553.266667
17_07/Home_Visit/Processing/Video_Files/17_07_video.mp4,3843.136
17_14/Home_Visit/Processing/Video_Files/17_14_down1.mp4,2379.904
17_14/Home_Visit/Processing/Video_Files/17_14_down2.mp4,592.384
17_14/Home_Visit/Processing/Video_Files/17_14_parent1.mp4,3574.016
17_14/Home_Visit/Processing/Video_Files/17_14_video.mp4,3494.762667
17_11/Home_Visit/Processing/Video_Files/17_11_up1.mp4,3182.848
17_11/Home_Visit/Processing/Video_Files/17_11_video.mp4,3747.136
17_11/Home_Visit/Processing/Video_Files/17_11_parent1.mp4,3787.904
17_11/Home_Visit/Processing/Video_Files/17_11_down1.mp4,3820.416
17_08/Home_Visit/Processing/Video_Files/17_08_video.mp4,3635.989333
17_08/Home_Visit/Processing/Video_Files/17_8_down1.mp4,3737.216
17_08/Home_Visit/Processing/Video_Files/17_8_up1.mp4,3733.632
17_10/Home_Visit/Processing/Video_Files/17_10_parent1.mp4,3786.624
17_10/Home_Visit/Processing/Video_Files/17_10_video.mp4,3651.904
17_13/Home_Visit/Processing/Video_Files/17_13_down1.mp4,3712.256
17_13/Home_Visit/Processing/Video_Files/17_13_video.mp4,3640.832
17_13/Home_Visit/Processing/Video_Files/17_13_up1.mp4,3716.48
17_13/Home_Visit/Processing/Video_Files/17_13_parent1.mp4,3738.24
17_12/Home_Visit/Processing/Video_Files/17_12_down1.mp4,3574.016
17_12/Home_Visit/Processing/Video_Files/17_12_video.mp4,3435.968
17_12/Home_Visit/Processing/Video_Files/17_12_parent1.mp4,3592.192
17_12/Home_Visit/Processing/Video_Files/17_12_up1.mp4,3584.768
17_09/Home_Visit/Processing/Video_Files/17_9_up1.mp4,1461.833333
17_09/Home_Visit/Processing/Video_Files/17_09_video.mp4,3684.714667
17_09/Home_Visit/Processing/Video_Files/17_9_down1.mp4,3747.328
17_09/Home_Visit/Processing/Video_Files/corrupt/17_9_down1.mp4,3746.56
28_06/Home_Visit/Processing/Video_Files/28_6_up1.mp4,3588.096
28_06/Home_Visit/Processing/Video_Files/28_6_down1.mp4,3584.128
28_06/Home_Visit/Processing/Video_Files/28_06_video.mp4,3459.328
28_09/Home_Visit/Processing/Video_Files/28_09_video.mp4,3656.277333
28_12/Home_Visit/Processing/Video_Files/28_12_video.mp4,3750.976
28_12/Home_Visit/Processing/Video_Files/28_12_up1.mp4,81.28
28_12/Home_Visit/Processing/Video_Files/28_12_parent1.mp4,3819.392
28_12/Home_Visit/Processing/Video_Files/28_12_down1.mp4,3919.104
28_13/Home_Visit/Processing/Video_Files/28_13_up1.mp4,3985.92
28_13/Home_Visit/Processing/Video_Files/28_13_parent1.mp4,3816.704
28_13/Home_Visit/Processing/Video_Files/28_13_video.mp4,3712.064
28_11/Home_Visit/Processing/Video_Files/28_11_video.mp4,3559.018667
28_11/Home_Visit/Processing/Video_Files/28_11_parent1.mp4,3662.592
28_07/Home_Visit/Processing/Video_Files/28_7_up1.mp4,3691.136
28_07/Home_Visit/Processing/Video_Files/28_7_down1.mp4,3683.968
28_07/Home_Visit/Processing/Video_Files/28_07_video.mp4,3616.106667
28_08/Home_Visit/Processing/Video_Files/28_8_down1.mp4,3886.72
28_08/Home_Visit/Processing/Video_Files/28_8_video.mp4,3792.661333
28_08/Home_Visit/Processing/Video_Files/28_8_up1.mp4,3883.136
28_10/Home_Visit/Processing/Video_Files/28_10_video.mp4,3714.346667
28_10/Home_Visit/Processing/Video_Files/28_10_parent1.mp4,3842.56
28_10/Home_Visit/Processing/Video_Files/28_10_up1.mp4,3921.664
28_10/Home_Visit/Processing/Video_Files/28_10_down1.mp4,3934.208
11_11/Home_Visit/Processing/Video_Files/11_11_up1.mp4,2904.576
11_11/Home_Visit/Processing/Video_Files/11_11_down1.mp4,3759.872
11_11/Home_Visit/Processing/Video_Files/11_11_video.mp4,3637.866667
11_09/Home_Visit/Processing/Video_Files/11_9_up1.mp4,2795.1
11_09/Home_Visit/Processing/Video_Files/11_9_down1.mp4,3739.904
11_09/Home_Visit/Processing/Video_Files/11_09_video.mp4,3657.194667
11_07/Home_Visit/Processing/Video_Files/11_7_up.mp4,3794.304
11_07/Home_Visit/Processing/Video_Files/11_7_down.mp4,3799.04
11_07/Home_Visit/Processing/Video_Files/11_07_video.mp4,3800.0
11_10/Home_Visit/Processing/Video_Files/11_10_up1.mp4,3435.133333
11_10/Home_Visit/Processing/Video_Files/11_10_parent1.mp4,3773.696
11_10/Home_Visit/Processing/Video_Files/11_10_video.mp4,3718.912
11_10/Home_Visit/Processing/Video_Files/11_10_down1.mp4,3766.784
11_13/Home_Visit/Processing/Video_Files/11_13_video.mp4,3647.872
11_12/Home_Visit/Processing/Video_Files/11_12_video.mp4,3708.501333
11_17/Home_Visit/Processing/Video_Files/11_17_video.mp4,3580.48
11_17/Home_Visit/Processing/Video_Files/11_17_up1.mp4,3638.528
11_17/Home_Visit/Processing/Video_Files/11_17_parent1.mp4,3623.424
11_17/Home_Visit/Processing/Video_Files/11_17_down1.mp4,3641.984
11_08/Home_Visit/Processing/Video_Files/11_08_video.mp4,3584.32
11_08/Home_Visit/Processing/Video_Files/11_8_down1.mp4,3582.592
11_08/Home_Visit/Processing/Video_Files/11_8_up1.mp4,3582.592
11_16/Home_Visit/Processing/Video_Files/11_16_down1.mp4,3638.4
11_16/Home_Visit/Processing/Video_Files/11_16_video.mp4,3553.088
11_16/Home_Visit/Processing/Video_Files/11_16_parent1.mp4,3603.456
11_16/Home_Visit/Processing/Video_Files/11_16_up1.mp4,3662.336
11_14/Home_Visit/Processing/Video_Files/11_14_parent1.mp4,3752.96
11_14/Home_Visit/Processing/Video_Files/11_14_video.mp4,3605.824
11_06/Home_Visit/Processing/Video_Files/11_6ms_down1.mp4,3870.72
11_06/Home_Visit/Processing/Video_Files/11_6ms_up1.mp4,3885.824
11_06/Home_Visit/Processing/Video_Files/11_06_video.mp4,3797.824
11_15/Home_Visit/Processing/Video_Files/11_15_video.mp4,3640.533333
11_15/Home_Visit/Processing/Video_Files/11_15_parent1.mp4,3675.392
22_06/Home_Visit/Processing/Video_Files/22_06_video.mp4,3632.618667
22_06/Home_Visit/Processing/Video_Files/22_6_down1.mp4,3715.712
22_06/Home_Visit/Processing/Video_Files/22_6_up1.mp4,3428.2
22_06/Home_Visit/Processing/Video_Files/22_6_up2.mp4,0.033333
22_13/Home_Visit/Processing/Video_Files/22_13_parent1.mp4,3593.6
22_13/Home_Visit/Processing/Video_Files/22_13_video.mp4,3548.949333
22_12/Home_Visit/Processing/Video_Files/22_12_parent1.mp4,3689.472
22_12/Home_Visit/Processing/Video_Files/22_12_video.mp4,3613.909333
22_14/Home_Visit/Processing/Video_Files/22_14_video.mp4,3830.058667
22_14/Home_Visit/Processing/Video_Files/22_14_up1.mp4,3914.112
22_14/Home_Visit/Processing/Video_Files/22_14_down1.mp4,3911.808
22_14/Home_Visit/Processing/Video_Files/22_14_parent1.mp4,3900.16
