file,length(s)
43_10/Home_Visit/Processing/Video_Files/43_10_video.mp4,3841.493333
43_11/Home_Visit/Processing/Video_Files/43_11_video.mp4,3850.752
43_08/Home_Visit/Processing/Video_Files/43_08_video.mp4,3526.186667
43_06/Home_Visit/Processing/Video_Files/43_06_video.mp4,3430.890667
43_07/Home_Visit/Processing/Video_Files/43_07_video.mp4,3505.130667
08_17/Home_Visit/Processing/Video_Files/08_17_video.mp4,3520.341333
08_16/Home_Visit/Processing/Video_Files/08_16_video.mp4,3567.594667
08_07/Home_Visit/Processing/Video_Files/08_07_video.mp4,3946.602667
08_06/Home_Visit/Processing/Video_Files/08_06_video.mp4,3757.845333
08_10/Home_Visit/Processing/Video_Files/08_10_video.mp4,3968.405333
08_11/Home_Visit/Processing/Video_Files/08_11_video.mp4,3721.92
08_15/Home_Visit/Processing/Video_Files/08_15_video.mp4,3617.642667
08_14/Home_Visit/Processing/Video_Files/08_14_video.mp4,3799.018667
08_09/Home_Visit/Processing/Video_Files/08_09_video.mp4,3383.552
08_08/Home_Visit/Processing/Video_Files/08_08_video.mp4,3735.488
08_12/Home_Visit/Processing/Video_Files/08_12_video.mp4,3794.965333
08_13/Home_Visit/Processing/Video_Files/08_13_video.mp4,3620.181333
20_12/Home_Visit/Processing/Video_Files/20_12_video.mp4,3814.016
20_06/Home_Visit/Processing/Video_Files/20_06_video.mp4,3780.117333
20_09/Home_Visit/Processing/Video_Files/20_09_video.mp4,3722.048
20_15/Home_Visit/Processing/Video_Files/20_15_video.mp4,3538.709333
20_08/Home_Visit/Processing/Video_Files/20_08_video.mp4,3676.373333
20_07/Home_Visit/Processing/Video_Files/20_07_video.mp4,3734.272
20_14/Home_Visit/Processing/Video_Files/20_14_video.mp4,3607.573333
20_13/Home_Visit/Processing/Video_Files/20_13_video.mp4,3642.666667
20_10/Home_Visit/Processing/Video_Files/20_10_video.mp4,3675.370667
20_11/Home_Visit/Processing/Video_Files/20_11_video.mp4,3607.104
15_09/Home_Visit/Processing/Video_Files/15_09_video.mp4,3625.344
15_06/Home_Visit/Processing/Video_Files/15_06_video.mp4,3457.792
15_16/Home_Visit/Processing/Video_Files/15_16_video.mp4,3620.586667
15_08/Home_Visit/Processing/Video_Files/15_08_video.mp4,3717.013333
15_12/Home_Visit/Processing/Video_Files/15_12_video.mp4,3708.693333
15_17/Home_Visit/Processing/Video_Files/15_17_video.mp4,3720.554667
15_15/Home_Visit/Processing/Video_Files/15_15_video.mp4,3418.538667
15_14/Home_Visit/Processing/Video_Files/15_14_video.mp4,3744.170667
15_10/Home_Visit/Processing/Video_Files/15_10_video.mp4,3463.317333
15_11/Home_Visit/Processing/Video_Files/15_11_video.mp4,3662.592
15_07/Home_Visit/Processing/Video_Files/15_07_video.mp4,3385.322667
15_13/Home_Visit/Processing/Video_Files/15_13_video.mp4,3672.576
